,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
393,100.0,75.0,59735,0,0,0,0,0,1,-0.5,-0.8,0,Karl,0.0,294,False,,2021-08-13T10:00:09.271609Z,45,59735.jpg,0.0,Darlow,0.4,False,,a,14,4,0,1480,1004,27069,2001,0.0,0.0,Darlow,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,441,51,436,36,392,33,448,51,,,,,,
394,0.0,0.0,67089,0,0,0,0,0,1,0.0,0.0,0,Martin,0.0,295,False,Foot injury - Expected back 23 Oct,2021-07-15T09:00:08.398405Z,45,67089.jpg,0.0,Dubravka,0.1,False,,i,14,4,0,657,106,5799,614,0.0,0.0,Dubravka,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,444,53,439,38,395,35,451,53,,,,,,
395,0.0,0.0,75115,0,0,-1,1,0,4,0.0,0.0,0,Callum,3.3,296,False,Thigh injury - Unknown return date,2021-08-29T23:00:12.364610Z,74,75115.jpg,5.3,Wilson,2.1,False,,i,14,4,16,108177,2105,469501,62130,0.4,2.2,Wilson,242,2,0,1,6,0,0,0,1,0,0,3,52,69.2,13.1,122.0,20.2,102,12,215,32,29,10,67,17,,,,,1.0,
396,,,83314,0,0,-1,1,0,3,-0.2,-0.7,1,Jeff,0.3,297,False,,,49,83314.jpg,1.0,Hendrick,0.0,False,,a,14,4,1,859,211,2579,309,0.1,0.2,Hendrick,5,0,0,0,1,0,0,0,0,0,0,0,3,0.0,0.3,0.0,0.0,519,202,340,170,490,196,523,204,,,,,,
397,100.0,0.0,90105,0,0,-1,1,0,3,1.2,0.0,0,Ryan,1.7,298,False,,2021-09-08T10:00:09.737725Z,54,90105.jpg,2.0,Fraser,0.1,False,,a,14,4,6,1469,64,6874,1275,0.3,1.1,Fraser,27,0,1,0,1,0,0,0,0,0,0,0,16,0.0,1.9,27.0,2.5,559,223,285,149,150,82,302,135,2.0,,,,,
398,,,101148,0,0,-1,1,0,2,-0.2,-0.7,0,Jamaal,0.3,299,False,,,44,101148.jpg,0.3,Lascelles,0.3,False,,a,14,4,1,4693,1544,13224,1865,0.1,0.2,Lascelles,270,0,0,0,8,0,0,0,1,0,0,0,23,39.0,0.7,8.0,4.4,197,81,308,107,226,63,267,94,,,,,,
399,,,104547,0,0,-1,1,0,4,-0.5,-1.0,0,Dwight,0.0,300,False,,,54,104547.jpg,0.0,Gayle,0.2,False,,a,14,4,0,6837,1194,13126,1704,0.0,0.0,Gayle,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,561,69,561,71,550,66,564,72,,,,,,
400,0.0,75.0,106618,0,0,0,0,0,2,0.0,-0.8,0,Paul,0.0,301,False,Calf injury - Unknown return date,2021-08-06T06:30:03.773119Z,45,106618.jpg,0.0,Dummett,0.0,False,,i,14,4,0,286,29,913,83,0.0,0.0,Dummett,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,448,176,443,176,399,161,455,176,,,,,,
401,100.0,,109528,0,0,0,0,0,2,1.8,1.3,7,Javier,2.3,302,False,,2021-09-15T09:00:15.435346Z,40,109528.jpg,7.0,Manquillo,7.9,False,,a,14,4,7,171543,111380,269526,42068,0.6,1.8,Manquillo,76,1,0,0,2,0,0,0,0,0,0,0,21,40.6,4.9,17.0,6.3,192,78,259,84,182,42,229,74,,,,,,
402,,,111773,0,0,-1,1,0,2,-0.5,-1.0,0,Emil,0.0,303,False,,,44,111773.jpg,0.0,Krafth,0.1,False,,a,14,4,0,493,84,2445,300,0.0,0.0,Krafth,84,0,0,0,4,0,0,0,0,0,0,0,10,9.4,1.3,4.0,1.5,289,115,294,99,260,80,325,115,,,,,,
403,,,114243,0,0,0,0,0,3,1.8,1.3,1,Jacob,2.3,304,False,,,50,114243.jpg,3.5,Murphy,1.1,False,,a,14,4,14,112650,14139,54181,11861,0.5,2.8,Murphy,283,1,1,0,10,0,0,0,1,0,0,0,49,86.8,33.3,52.0,17.3,56,24,128,82,83,43,90,50,,,1.0,,,
404,,,119471,0,0,-1,1,0,2,-0.5,-1.0,0,Fabian,0.0,305,False,,,44,119471.jpg,0.0,Schär,0.2,False,,a,14,4,0,2212,293,8390,1058,0.0,0.0,Schär,180,0,0,0,4,0,0,0,2,0,0,0,17,23.8,8.1,0.0,3.2,236,95,247,77,358,138,290,101,,,3.0,,,
405,100.0,75.0,153127,0,0,0,0,0,3,0.2,-0.2,2,Isaac,0.7,306,False,,2021-08-21T18:30:13.414547Z,45,153127.jpg,1.3,Hayden,0.1,False,,a,14,4,4,4974,1315,8695,845,0.2,0.9,Hayden,225,0,0,0,9,0,0,0,1,0,0,0,26,23.4,4.2,8.0,3.5,239,95,262,139,228,120,286,130,,,,,,
406,100.0,100.0,170137,0,0,0,0,0,4,3.8,3.3,5,Allan,4.3,307,False,,2021-08-27T10:00:11.679158Z,65,170137.jpg,4.8,Saint-Maximin,7.4,False,,a,14,4,19,460436,228361,300505,50851,0.7,2.9,Saint-Maximin,360,1,2,0,12,0,0,0,1,0,0,2,82,110.2,125.4,67.0,30.2,26,5,19,3,70,21,23,7,,,,,,
407,,,179018,0,0,-1,1,0,3,1.5,1.0,2,Miguel,2.0,308,False,,,54,179018.jpg,2.0,Almirón,0.4,False,,a,14,4,8,16660,7230,25437,3691,0.4,1.5,Almirón,360,0,0,0,12,0,0,0,0,0,0,0,35,49.8,47.1,30.0,12.7,156,58,96,59,138,75,128,65,5.0,,6.0,,,
408,,,180135,0,0,0,0,0,3,1.2,0.7,2,Sean,1.7,309,False,,,45,180135.jpg,1.5,Longstaff,0.4,False,,a,14,4,6,17652,8685,13801,3127,0.4,1.3,S.Longstaff,231,0,0,0,7,0,0,0,0,0,0,0,42,52.8,29.2,7.0,9.0,146,54,140,87,242,127,184,88,4.0,,4.0,,,
409,,,180974,0,0,-2,2,0,4,0.8,0.3,2,Joelinton Cássio,1.3,310,False,,,58,180974.jpg,1.2,Apolinário de Lira,0.4,False,,a,14,4,5,13586,5608,33293,3800,0.2,0.9,Joelinton,128,0,0,0,6,0,0,0,0,0,0,0,9,16.4,14.6,52.0,8.3,266,32,202,30,84,23,199,30,,,,,2.0,
410,,,194799,0,0,-1,1,0,2,-0.2,-0.7,1,Jamal,0.3,311,False,,,44,194799.jpg,1.0,Lewis,0.1,False,,a,14,4,1,1457,263,6472,682,0.1,0.2,Lewis,6,0,0,0,1,0,0,0,0,0,0,0,3,0.6,0.3,0.0,0.1,359,127,333,116,366,145,366,129,,,,,,
411,0.0,0.0,223175,0,0,0,0,0,3,0.0,0.0,0,Matthew,0.0,312,False,Joined Aberdeen on a season-long loan,2021-08-28T09:00:07.558064Z,45,223175.jpg,0.0,Longstaff,0.1,False,,u,14,4,0,1349,0,6597,724,0.0,0.0,M.Longstaff,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,484,185,479,192,443,174,489,188,,,,,,
412,,,57145,0,0,0,0,0,2,0.2,-0.3,0,Federico,0.7,465,False,,,45,57145.jpg,0.7,Fernández,0.2,False,,a,14,4,2,3147,533,8058,1252,0.2,0.4,Fernández,257,0,0,0,8,0,0,0,0,0,0,0,47,85.6,13.4,10.0,10.9,61,17,212,65,211,55,149,44,,,,,,
413,,,155503,0,0,0,0,0,1,0.5,0.0,0,Freddie,1.0,513,False,,,45,155503.jpg,2.2,Woodman,0.7,False,,a,14,4,9,45636,6053,26341,4699,0.2,2.0,Woodman,360,0,0,0,12,0,1,0,0,0,10,0,64,89.4,0.0,0.0,9.0,49,10,451,42,410,39,183,9,,,,,,
414,,,81441,0,0,0,0,0,1,-0.5,-1.0,0,Mark,0.0,514,False,,,40,81441.jpg,0.0,Gillespie,0.4,False,,a,14,4,0,17776,2385,7234,1005,0.0,0.0,Gillespie,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,379,32,370,14,312,11,387,32,,,,,,
415,,,461484,0,0,0,0,0,3,0.6,0.1,0,Joe,0.0,599,False,,,45,461484.jpg,0.0,White,0.0,False,,a,14,4,0,2128,2128,422,422,0.0,0.0,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,507,196,502,202,469,186,511,198,,,,,,
416,,,243568,0,0,0,0,0,3,1.3,0.3,0,Billy,1.3,145,False,,,45,243568.jpg,2.0,Gilmour,7.5,False,,a,15,45,6,233110,33830,285469,56933,0.3,1.3,Gilmour,258,0,0,0,10,0,0,0,0,0,0,0,40,29.2,9.3,8.0,4.6,225,90,245,131,230,122,264,119,1.0,,,,,
417,,,232937,0,0,0,0,0,2,1.0,0.0,2,Brandon,1.0,290,False,,,40,232937.jpg,1.5,Williams,6.8,False,,a,15,45,3,523285,98303,179664,33199,0.2,0.8,Williams,180,0,0,0,3,0,0,0,0,0,0,0,29,39.2,14.9,4.0,5.8,195,80,198,59,258,78,236,78,,,,,,
418,,,18499,0,0,0,0,0,1,0.0,-1.0,0,Michael,0.0,313,False,,,40,18499.jpg,0.0,McGovern,0.8,False,,a,15,45,0,18286,3244,12635,2243,0.0,0.0,McGovern,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,371,27,361,8,303,5,379,27,,,,,,
419,,,20480,0,0,0,0,0,1,0.7,-0.3,3,Tim,0.7,314,False,,,45,20480.jpg,1.0,Krul,1.4,False,,a,15,45,4,24423,5274,38530,6650,0.2,0.9,Krul,360,0,0,0,11,1,0,0,0,0,9,0,46,84.4,0.0,0.0,8.5,66,13,428,30,384,27,193,14,,,,,,
420,,,57127,0,0,-1,1,0,4,3.7,2.7,2,Teemu,3.7,315,False,,,59,57127.jpg,3.2,Pukki,5.5,False,,a,15,45,13,239256,67243,334985,56351,0.6,2.2,Pukki,314,1,0,0,9,0,0,0,0,0,0,1,35,43.4,14.9,117.0,17.6,180,18,199,29,31,12,88,20,,,,,1.0,
421,0.0,0.0,71738,0,0,0,0,0,3,0.0,0.0,0,Marco,0.0,316,False,Left the club by mutual consent on 30/6. - Unknown return date,2021-07-01T13:30:07.826050Z,50,71738.jpg,0.0,Stiepermann,0.0,False,,u,15,45,0,0,0,27,4,0.0,0.0,Stiepermann,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,538,211,538,216,518,209,543,213,,,,,,
422,,,76306,0,0,0,0,0,3,1.3,0.3,2,Lukas,1.3,317,False,,,45,76306.jpg,1.5,Rupp,0.1,False,,a,15,45,6,5797,1421,5829,1059,0.3,1.3,Rupp,231,0,0,0,7,0,0,0,0,0,0,0,30,20.6,19.5,32.0,7.2,250,100,181,105,129,67,221,103,,,,,,
423,100.0,75.0,78607,0,0,-1,1,0,3,1.7,0.5,2,Kenny,1.7,318,False,,2021-09-08T10:00:09.780320Z,49,78607.jpg,1.7,McLean,0.0,False,,a,15,45,5,1478,656,2335,403,0.3,1.0,McLean,225,0,0,0,6,0,0,0,0,0,0,0,26,35.4,4.9,29.0,7.0,208,82,261,138,141,76,222,104,,,,,,
424,,,83428,0,0,-1,1,0,2,0.7,-0.3,1,Grant,0.7,319,False,,,44,83428.jpg,0.8,Hanley,0.1,False,,a,15,45,3,2002,500,6043,915,0.2,0.7,Hanley,360,0,0,0,11,0,0,0,1,0,0,0,57,81.0,21.6,38.0,14.1,73,24,173,49,114,27,113,32,,,,,,
425,0.0,0.0,89470,0,0,-1,1,0,3,0.0,0.0,0,Onel,0.0,320,False,Joined Middlesbrough on a season-long loan - Expected back 01 Jul,2021-08-30T08:30:14.673710Z,49,89470.jpg,0.0,Hernández,0.0,False,,u,15,45,0,392,0,3629,446,0.0,0.0,Hernández,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,522,204,519,209,493,198,526,206,,,,,,
426,0.0,0.0,113564,0,0,-1,1,0,2,0.0,0.0,0,Sam,0.0,321,False,Hamstring injury - Unknown return date,2021-08-09T19:30:13.347594Z,44,113564.jpg,0.0,Byram,0.0,False,,i,15,45,0,507,32,1503,170,0.0,0.0,Byram,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,418,160,410,161,356,136,425,160,,,,,,
427,0.0,0.0,167522,0,0,-1,1,0,4,0.0,0.0,0,Jordan,0.0,322,False,Joined West Bromwich Albion on a season-long loan - Expected back 01 Jul,2021-08-25T22:00:08.591924Z,54,167522.jpg,0.0,Hugill,0.0,False,,u,15,45,0,507,0,2826,205,0.0,0.0,Hugill,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,564,70,563,72,553,67,567,73,,,,,,
428,,,171270,-1,1,-2,2,0,3,1.0,0.0,3,Kieran,1.0,323,False,,,53,171270.jpg,2.0,Dowell,0.0,False,,a,15,45,4,519,137,3091,275,0.2,0.8,Dowell,65,0,0,1,0,0,0,0,0,0,0,0,11,11.2,24.6,14.0,5.0,281,117,168,99,195,108,256,114,3.0,,2.0,,,
429,0.0,0.0,192303,0,0,-1,1,0,2,0.0,0.0,0,Christoph,0.0,324,False,Ankle injury - Unknown return date,2021-09-10T13:00:15.879133Z,44,192303.jpg,0.0,Zimmermann,0.1,False,,i,15,45,0,514,27,4419,803,0.0,0.0,Zimmermann,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,423,164,414,164,364,143,430,164,,,,,,
430,100.0,100.0,193111,-1,1,-1,1,0,3,1.3,0.3,1,Todd,1.3,325,False,,2021-08-08T16:00:04.100803Z,54,193111.jpg,1.2,Cantwell,0.5,False,,a,15,45,5,20352,2737,35721,6214,0.2,0.9,Cantwell,293,0,0,0,11,0,0,0,2,0,0,0,32,27.8,39.3,8.0,7.5,226,91,114,72,236,125,214,100,,,,,,
431,,,232980,0,0,0,0,0,2,1.3,0.3,1,Max,1.3,326,False,,,45,232980.jpg,1.2,Aarons,1.6,False,,a,15,45,5,32176,6353,77576,12170,0.3,1.1,Aarons,360,0,0,0,11,0,0,0,1,0,0,2,59,93.6,78.8,36.0,20.8,43,11,45,10,118,28,62,10,,,,,,
432,,,235546,0,0,-1,1,0,2,0.0,-1.0,0,Jacob,0.0,327,False,,,44,235546.jpg,0.0,Sørensen,0.1,False,,a,15,45,0,266,47,2387,312,0.0,0.0,Sørensen,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,430,171,421,171,377,156,437,171,,,,,,
433,75.0,75.0,428626,0,0,-1,1,0,3,0.0,-0.8,0,Przemyslaw,0.0,328,False,Lack of match fitness - 75% chance of playing,2021-08-13T13:30:15.129315Z,49,428626.jpg,0.0,Placheta,0.0,False,,d,15,45,0,366,18,1191,71,0.0,0.0,Placheta,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,533,208,530,213,509,205,538,210,4.0,,,,,
434,,,432735,0,0,0,0,0,4,0.7,-0.3,1,Adam,0.7,329,False,,,50,432735.jpg,1.0,Idah,0.4,False,,a,15,45,3,19429,4919,26906,4315,0.1,0.6,Idah,34,0,0,0,0,0,0,0,0,0,0,0,9,8.2,15.3,37.0,5.9,301,34,197,28,116,29,235,34,,,,,,
435,0.0,0.0,439485,0,0,0,0,0,3,0.0,0.0,0,Josh,0.0,330,False,Season long loan to Milton Keynes Dons,2021-07-02T08:46:00.301629Z,50,439485.jpg,0.0,Martin,0.0,False,,u,15,45,0,0,0,22,1,0.0,0.0,Martin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,551,218,552,222,537,215,555,219,,,,,,
436,100.0,100.0,466404,0,0,-1,1,0,2,0.7,-0.3,2,Andrew,0.7,331,False,,2021-08-13T13:30:15.204866Z,39,466404.jpg,2.0,Omobamidele,2.9,False,,a,15,45,2,157405,130323,69596,26672,0.2,0.5,Omobamidele,90,0,0,0,1,0,0,0,0,0,0,0,16,27.2,0.8,0.0,2.8,228,90,306,105,297,101,296,104,,,,,,
437,,,107265,0,0,0,0,0,1,0.0,-1.0,0,Angus,0.0,448,False,,,40,107265.jpg,0.0,Gunn,1.8,False,,a,15,45,0,50359,7317,25220,4485,0.0,0.0,Gunn,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,381,34,372,16,314,13,389,34,,,,,,
438,,,212723,0,0,-1,1,0,3,1.7,0.7,1,Milot,1.7,449,False,,,54,212723.jpg,1.8,Rashica,0.2,False,,a,15,45,7,5493,671,10308,1615,0.3,1.3,Rashica,277,0,0,0,10,0,0,0,0,0,0,0,19,27.4,57.7,20.0,10.6,227,92,71,45,172,98,157,79,2.0,,1.0,,,
439,,,83312,-1,1,-1,1,0,2,0.3,-0.7,0,Ben,0.3,456,False,,,44,83312.jpg,0.7,Gibson,0.1,False,,a,15,45,2,1334,144,3371,565,0.1,0.5,Gibson,270,0,0,0,10,0,0,0,0,0,0,0,46,81.6,1.6,55.0,13.9,70,22,291,97,76,15,115,33,,,,,,
440,0.0,0.0,189627,0,0,-1,1,0,2,0.0,0.0,0,Dimitris,0.0,457,False,Back injury - Unknown return date,2021-09-10T13:00:16.083600Z,44,189627.jpg,0.5,Giannoulis,0.1,False,,i,15,45,1,853,24,4021,842,0.0,0.2,Giannoulis,135,0,0,0,5,0,0,0,0,0,0,0,24,26.4,12.6,2.0,4.1,230,92,220,68,276,91,269,95,,,,,,
441,,,212325,0,0,0,0,0,3,2.7,1.7,2,Pierre,2.7,471,False,,,50,212325.jpg,2.5,Lees-Melou,0.1,False,,a,15,45,10,5915,1586,5199,1451,0.5,2.0,Lees-Melou,342,0,1,0,10,0,0,0,1,0,0,0,43,61.8,58.0,16.0,13.6,125,49,69,44,189,105,117,61,,,,,,
442,100.0,100.0,220686,0,0,0,0,0,2,0.0,-1.0,0,Bali,0.0,515,False,,2021-08-27T13:00:10.550100Z,40,220686.jpg,0.0,Mumba,0.3,False,,a,15,45,0,5028,781,12358,1198,0.0,0.0,Mumba,45,0,0,0,3,0,0,0,0,0,0,0,6,9.6,3.3,0.0,1.3,288,114,269,87,324,112,329,118,,,,,,
443,75.0,75.0,215476,0,0,0,0,0,4,0.5,-0.2,0,Joshua,0.7,516,False,Hamstring injury - 75% chance of playing,2021-09-10T13:00:16.160602Z,55,215476.jpg,1.0,Sargent,0.1,False,,d,15,45,3,5912,168,8901,1651,0.1,0.5,Sargent,43,0,0,0,2,0,0,0,0,0,0,0,10,2.6,10.9,10.0,2.4,342,41,235,34,216,44,304,41,,,,,,
444,100.0,100.0,439509,0,0,0,0,0,3,0.7,-0.3,2,Christos,0.7,528,False,,2021-08-27T13:00:10.576425Z,50,439509.jpg,2.0,Tzolis,0.1,False,,a,15,45,2,3548,713,3966,454,0.1,0.4,Tzolis,68,0,0,0,1,0,0,0,0,0,0,0,13,9.2,21.6,6.0,3.7,293,124,175,101,255,134,279,127,,,,,,
445,,,438277,0,0,0,0,0,2,1.8,0.8,0,Ozan,0.0,580,False,,,45,438277.jpg,0.0,Kabak,0.0,False,,a,15,45,0,2653,521,986,431,0.0,0.0,Kabak,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,501,189,496,188,462,178,505,188,,,,,,
446,,,179276,0,0,0,0,0,3,1.1,0.1,0,Mathias,0.0,581,False,,,45,179276.jpg,0.0,Normann,0.0,False,,a,15,45,0,2167,565,748,279,0.0,0.0,Normann,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,461,173,457,181,418,162,467,177,,,,,,
447,0.0,0.0,20467,0,0,-1,1,0,3,0.0,0.0,0,Theo,0.3,332,False,Knock - Expected back 02 Oct,2021-09-10T10:30:14.581819Z,59,20467.jpg,1.5,Walcott,0.1,False,,i,16,20,3,3165,26,13561,2829,0.1,0.5,Walcott,124,0,0,0,2,0,0,0,0,0,0,0,11,5.8,1.8,10.0,1.7,314,137,287,151,218,116,324,147,,,,,,
448,,,40383,0,0,0,0,0,1,-1.0,-0.5,0,Fraser,0.0,333,False,,,45,40383.jpg,0.0,Forster,0.9,False,,a,16,20,0,8073,941,30110,4814,0.0,0.0,Forster,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,438,50,431,33,387,30,445,50,,,,,,
449,,,58376,0,0,0,0,0,1,2.3,2.8,7,Alex,3.3,334,False,,,45,58376.jpg,3.0,McCarthy,1.6,False,,a,16,20,12,41091,13693,39710,7801,0.7,2.7,McCarthy,360,0,0,1,6,0,0,0,0,0,10,0,66,85.6,0.0,0.0,8.6,62,12,435,35,391,32,189,12,,,,,,
450,,,78056,0,0,0,0,0,3,0.3,0.8,0,Oriol,1.3,335,False,,,45,78056.jpg,1.5,Romeu Vidal,0.6,False,,a,16,20,6,27465,3440,23595,4737,0.3,1.3,Romeu,308,0,0,0,4,0,0,0,1,0,0,0,38,46.8,28.1,32.0,10.7,168,63,147,91,130,68,152,77,,,,,,
451,,,83283,0,0,-1,1,0,3,0.3,0.8,3,Nathan,1.3,336,False,,,59,83283.jpg,1.7,Redmond,0.1,False,,a,16,20,5,1336,277,5006,503,0.2,0.8,Redmond,129,0,0,1,1,0,0,0,0,0,0,0,17,17.6,37.5,26.0,8.2,260,104,120,77,154,85,201,94,,,3.0,,,
452,,,88900,0,0,0,0,0,2,1.3,1.8,5,Jack,2.3,338,False,,,45,88900.jpg,2.0,Stephens,0.1,False,,a,16,20,8,2225,385,3501,442,0.5,1.8,Stephens,360,0,0,1,6,0,0,0,2,0,0,0,60,86.0,25.6,4.0,11.7,59,16,159,43,262,82,138,42,,,,,,
453,0.0,0.0,91047,0,0,-2,2,0,3,0.0,0.0,0,Stuart,0.0,339,False,Calf injury - Expected back 02 Oct,2021-08-26T10:30:10.405707Z,58,91047.jpg,0.0,Armstrong,0.2,False,,i,16,20,0,2952,44,22541,1582,0.0,0.0,S.Armstrong,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,582,233,579,234,575,232,583,233,,,,,,
454,100.0,100.0,101178,0,0,0,0,0,3,3.3,3.8,3,James,4.3,341,False,,2021-08-06T06:30:03.792978Z,65,101178.jpg,3.8,Ward-Prowse,3.4,False,,a,16,20,15,77629,10106,149201,22965,0.7,2.3,Ward-Prowse,360,1,0,1,6,0,0,0,1,0,0,2,69,95.4,108.8,48.0,25.2,40,18,26,17,89,46,40,25,1.0,,1.0,,1.0,
455,,,158534,0,0,-1,1,0,2,-0.7,-0.2,0,Kyle,0.3,342,False,,,49,158534.jpg,0.5,Walker-Peters,0.5,False,,a,16,20,1,5733,499,29684,4315,0.1,0.2,Walker-Peters,101,0,0,0,2,0,0,0,1,0,0,0,20,17.2,27.9,9.0,5.4,261,106,148,36,223,61,248,87,,,,,,
456,,,171771,0,0,-1,1,0,2,-0.7,-0.2,0,Jan,0.3,343,False,,,44,171771.jpg,1.0,Bednarek,0.7,False,,a,16,20,1,5571,769,39487,5688,0.1,0.2,Bednarek,45,0,0,0,1,0,0,0,0,0,0,0,6,6.4,0.4,0.0,0.7,310,119,323,111,361,140,341,121,,,,,,
457,0.0,0.0,200088,0,0,0,0,0,4,0.0,0.0,0,Daniel,0.0,344,False,Joined Lincoln City on a season-long loan - Expected back 01 Jul,2021-07-14T19:01:37.238557Z,45,200088.jpg,0.0,N'Lundulu,0.0,False,,u,16,20,0,0,0,1123,115,0.0,0.0,Nlundulu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,468,52,464,54,427,49,474,55,,,,,,
458,,,200439,0,0,0,0,0,4,1.3,1.8,0,Che,2.3,345,False,,,70,200439.jpg,4.0,Adams,1.5,False,,a,16,20,12,86984,3655,118638,26317,0.3,1.7,Adams,250,0,2,0,5,0,0,0,0,0,0,0,34,33.6,56.8,55.0,14.6,212,25,75,11,77,22,109,22,,,,,,
459,,,203389,-1,1,-2,2,0,3,-1.0,-0.5,0,Nathan,0.0,346,False,,,48,203389.jpg,1.0,Tella,0.1,False,,a,16,20,1,993,187,5765,765,0.0,0.2,Tella,10,0,0,0,1,0,0,0,0,0,0,0,2,0.2,0.3,2.0,0.3,361,166,337,168,281,143,358,165,,,,,,
460,75.0,0.0,214466,0,0,0,0,0,3,-0.8,0.0,0,William,0.0,347,False,Lack of match fitness - 75% chance of playing,2021-06-22T11:30:10.599194Z,45,214466.jpg,0.0,Smallbone,0.0,False,,d,16,20,0,828,164,787,125,0.0,0.0,Smallbone,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,473,178,469,186,432,168,479,182,,,,,,
461,0.0,0.0,220598,0,0,0,0,0,4,0.0,0.0,0,Michael,0.0,348,False,Transferred to Swansea City - Unknown return date,2021-08-31T22:30:15.617506Z,45,220598.jpg,0.0,Obafemi,7.3,False,,u,16,20,0,256598,0,610840,108882,0.0,0.0,Obafemi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,479,54,475,56,439,51,485,57,,,,,,
462,,,240143,0,0,0,0,0,3,0.0,0.5,1,Ibrahima,1.0,349,False,,,45,240143.jpg,1.0,Diallo,0.1,False,,a,16,20,4,4971,1074,4698,873,0.2,0.9,Diallo,69,0,0,0,2,0,0,0,0,0,0,0,13,3.8,4.9,27.0,3.5,328,146,260,137,148,80,287,131,,,,,,
463,,,431131,0,0,0,0,0,3,0.3,0.8,3,Moussa,1.3,350,False,,,55,431131.jpg,1.5,Djenepo,0.1,False,,a,16,20,6,2337,313,3609,478,0.2,1.1,Djenepo,306,0,0,1,5,0,0,0,2,0,0,0,5,33.0,43.8,99.0,17.6,215,85,101,63,46,25,87,49,,,,,,
464,,,450527,0,0,0,0,0,2,2.7,3.2,7,Mohammed,3.7,351,False,,,45,450527.jpg,3.0,Salisu,0.2,False,,a,16,20,12,8341,2430,5863,1007,0.8,2.7,Salisu,360,0,0,1,6,0,0,0,1,0,0,3,71,112.2,24.9,41.0,17.8,22,5,167,45,108,24,84,19,,,,,,
465,,,244560,0,0,-1,1,0,2,1.7,2.2,6,Romain,2.7,460,False,,,49,244560.jpg,3.0,Perraud,0.1,False,,a,16,20,9,1990,315,4577,456,0.6,1.8,Perraud,250,0,0,1,4,0,0,0,0,0,0,0,35,25.8,27.7,2.0,5.5,232,93,149,37,283,94,245,84,2.0,,,,,
466,,,441191,0,0,1,-1,0,2,2.0,2.5,6,Tino,3.0,491,False,,,41,441191.jpg,2.5,Livramento,9.0,False,,a,16,20,10,722147,137298,169896,30922,0.7,2.4,Livramento,360,0,0,1,6,0,0,0,0,0,0,0,64,59.8,62.4,13.0,13.5,129,49,62,15,198,47,118,35,,,,,,
467,,,96787,0,0,0,0,0,3,2.7,3.2,3,Mohamed,3.7,517,False,,,55,96787.jpg,5.5,Elyounoussi,0.1,False,,a,16,20,11,9001,1519,4530,1139,0.7,2.0,Elyounoussi,180,1,0,1,2,0,0,0,0,0,0,1,28,57.2,35.7,145.0,23.8,134,51,122,78,18,11,47,30,,,,,,
