,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
169,,,109745,0,0,-1,1,0,1,0.0,0.5,0,Kepa,0.0,129,False,,,49,109745.jpg,0.0,Arrizabalaga,0.3,False,,a,6,8,0,2926,361,12391,1440,0.0,0.0,Arrizabalaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,526,64,523,54,497,52,530,64,,,,,,
170,75.0,0.0,116594,0,0,-1,1,0,3,0.5,0.0,0,N'Golo,0.7,130,False,Ankle injury - 75% chance of playing,2021-08-28T23:00:11.366702Z,49,116594.jpg,1.0,Kanté,2.6,False,,d,6,8,2,57260,6064,223213,26499,0.1,0.4,Kanté,63,0,0,0,1,0,0,0,0,0,0,0,16,16.2,12.1,2.0,3.0,269,109,224,120,282,144,293,132,,,,,,
171,100.0,100.0,124183,0,0,-1,1,0,3,1.3,1.8,3,Hakim,1.3,131,False,,2021-08-12T06:30:05.630938Z,74,124183.jpg,2.0,Ziyech,0.4,False,,a,6,8,4,13548,3031,32913,3554,0.2,0.5,Ziyech,98,0,0,1,0,0,0,0,0,0,0,0,13,18.8,31.0,32.0,8.2,257,103,135,83,133,71,202,95,4.0,,6.0,,,
172,100.0,100.0,126187,0,0,-1,1,0,3,0.0,0.5,0,Ruben,0.0,132,False,,2021-08-17T07:00:07.292415Z,54,126187.jpg,0.0,Loftus-Cheek,0.1,False,,a,6,8,0,488,160,4082,308,0.0,0.0,Loftus-Cheek,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,562,224,562,227,551,223,565,224,,,,,,
173,,,135363,0,0,0,0,0,2,2.7,3.2,0,Andreas,2.7,133,False,,,50,135363.jpg,5.0,Christensen,3.1,False,,a,6,8,15,273770,16155,138386,39739,0.5,3.0,Christensen,270,0,0,2,1,0,0,0,0,0,0,1,71,53.6,3.4,0.0,5.7,143,59,267,86,524,192,241,81,,,,,,
174,,,165153,0,0,-3,3,0,4,0.7,1.2,1,Timo,0.7,134,False,,,87,165153.jpg,1.3,Werner,1.7,False,,a,6,8,4,30785,2810,281036,16464,0.1,0.5,Werner,99,0,0,1,0,0,0,0,0,0,0,0,10,1.2,12.9,26.0,4.0,352,44,216,33,155,35,273,37,,,,,3.0,
175,,,172850,0,0,-3,3,0,2,0.0,0.5,0,Benjamin,0.0,135,False,,,57,172850.jpg,0.0,Chilwell,4.5,False,,a,6,8,0,25178,1803,626746,47460,0.0,0.0,Chilwell,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,581,204,578,204,574,204,582,204,3.0,,,,,
176,0.0,0.0,173879,0,0,0,0,0,4,0.0,0.0,0,Tammy,0.0,136,False,Joined AS Roma on 17 August,2021-08-17T11:30:11.736405Z,65,173879.jpg,0.0,Abraham,0.2,False,,u,6,8,0,2438,0,39267,1003,0.0,0.0,Abraham,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,595,83,594,82,592,80,595,83,,,,,,
177,0.0,0.0,176413,0,0,-1,1,0,3,0.0,0.0,0,Christian,0.0,137,False,Ankle injury - Expected back 25 Sep,2021-09-09T07:30:09.328572Z,79,176413.jpg,8.0,Pulisic,0.7,False,,i,6,8,8,33748,138,115183,9156,0.0,1.0,Pulisic,81,1,0,1,0,0,0,0,0,0,0,0,21,36.8,3.4,42.0,8.2,204,79,268,140,106,56,203,96,,,,,,
178,,,184341,-1,1,-1,1,0,3,2.7,3.2,0,Mason,2.7,138,False,,,74,184341.jpg,4.7,Mount,15.2,False,,a,6,8,14,387347,26629,801802,198153,0.4,1.9,Mount,261,0,2,2,1,0,0,0,0,0,0,0,54,52.4,90.1,71.0,21.4,147,55,37,25,65,38,60,37,1.0,,1.0,,2.0,
179,0.0,0.0,199598,0,0,0,0,0,2,0.0,0.0,0,Ethan,0.0,139,False,Joined Venezia on a season-long loan - Expected back 01 Jul,2021-08-31T18:00:09.815232Z,45,199598.jpg,0.0,Ampadu,0.1,False,,u,6,8,0,1370,0,5900,829,0.0,0.0,Ampadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,467,182,463,181,426,170,473,181,,,,,,
180,,,209046,0,0,-2,2,0,3,1.0,1.5,3,Callum,1.0,140,False,,,53,209046.jpg,3.0,Hudson-Odoi,0.1,False,,a,6,8,3,4016,1309,11678,1046,0.2,0.6,Hudson-Odoi,81,0,0,1,0,0,0,0,0,0,0,0,13,8.4,13.5,14.0,3.6,298,128,210,116,196,109,284,129,5.0,,,,,
181,,,219847,0,0,-2,2,0,3,4.3,4.8,3,Kai,4.3,141,False,,,83,219847.jpg,3.5,Havertz,5.4,False,,a,6,8,14,129119,17178,621809,64036,0.5,1.7,Havertz,205,1,0,2,1,0,0,0,0,0,0,1,29,53.0,20.7,125.0,19.8,145,53,178,103,27,18,68,39,,,3.0,,,
182,100.0,0.0,225796,0,0,1,-1,1,2,6.3,0.0,0,Reece,6.3,142,False,,2021-08-28T19:00:09.360937Z,56,225796.jpg,6.7,James,7.4,False,,a,6,8,20,486960,66238,489994,44517,1.1,3.6,James,160,1,2,1,1,0,0,0,0,1,0,3,59,85.4,71.6,67.0,22.4,64,19,52,13,69,10,55,7,2.0,,4.0,,,
183,,,228286,0,0,0,0,0,1,6.7,7.2,9,Edouard,6.7,143,False,,,60,228286.jpg,6.5,Mendy,12.7,False,,a,6,8,26,297931,85749,190075,32946,1.1,4.3,Mendy,360,0,0,3,1,0,0,0,1,0,16,2,105,126.0,0.0,0.0,12.5,12,2,589,66,587,66,130,2,,,,,,
184,,,204727,0,0,0,0,0,2,0.0,0.5,0,Malang,0.0,501,False,,,50,204727.jpg,0.0,Sarr,0.1,False,,a,6,8,0,977,170,2786,402,0.0,0.0,Sarr,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,547,200,548,200,531,196,552,200,,,,,,
185,,,180736,0,0,-1,1,1,2,2.3,2.8,6,Trevoh,2.3,527,False,,,49,180736.jpg,7.0,Chalobah,2.3,False,,a,6,8,21,218065,29255,161378,17538,0.5,4.3,Chalobah,183,1,0,2,0,0,0,0,0,0,0,2,69,73.2,7.4,11.0,9.1,92,31,249,79,209,53,180,59,,,,,,
186,100.0,100.0,66749,1,-1,1,-1,1,4,7.7,8.2,13,Romelu,7.7,529,False,,2021-09-06T08:30:10.820442Z,116,66749.jpg,7.7,Lukaku,28.6,False,,a,6,8,23,2006666,572750,672817,73437,0.7,2.0,Lukaku,270,3,0,2,1,0,0,0,0,0,0,5,97,128.0,63.2,201.0,39.3,11,2,61,9,6,3,10,2,,,,,,
187,0.0,0.0,109533,0,0,0,0,0,2,0.0,0.0,0,Emerson,0.0,539,False,Joined Lyon on a season-long loan - Expected back 01 Jul,2021-08-19T19:00:10.789926Z,45,109533.jpg,1.0,Palmieri dos Santos,0.0,False,,u,6,8,1,868,0,1932,108,0.0,0.2,Emerson,4,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,2.0,0.2,451,178,354,129,278,93,364,127,,,,,,
188,,,89335,0,0,0,0,0,3,2.0,2.5,1,Saúl,1.0,592,False,,,55,89335.jpg,1.0,Ñíguez,0.3,False,,a,6,8,1,31144,8049,13310,6627,0.2,0.2,Saúl,45,0,0,0,0,0,0,0,0,0,0,0,1,1.4,2.9,0.0,0.4,349,160,276,145,564,227,354,163,,,,,,
189,100.0,100.0,232787,1,-1,1,-1,1,3,8.2,8.2,8,Conor,8.7,144,False,,2021-08-04T10:30:07.874717Z,56,232787.jpg,8.7,Gallagher,4.7,False,,a,7,31,26,411716,291060,81439,47961,1.6,4.6,Gallagher,270,2,2,2,2,0,0,0,1,0,0,3,77,118.0,78.0,171.0,36.7,20,10,46,32,12,8,12,9,4.0,,,,,
190,,,40836,0,0,0,0,0,1,4.8,4.8,6,Vicente,5.3,146,False,,,45,40836.jpg,4.5,Guaita,6.1,False,,a,7,31,18,197901,67444,124328,25473,1.2,4.0,Guaita,360,0,0,2,5,0,0,0,0,0,9,2,88,72.6,0.0,0.0,7.3,94,16,432,34,388,31,219,17,,,,,,
191,,,49413,0,0,-1,1,0,2,-0.5,-0.5,0,James,0.0,147,False,,,44,49413.jpg,0.0,Tomkins,0.1,False,,a,7,31,0,1321,270,4647,604,0.0,0.0,Tomkins,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,412,155,403,155,349,130,419,155,,,,,,
192,,,50471,0,0,0,0,0,3,3.5,3.5,3,James,4.0,148,False,,,45,50471.jpg,3.5,McArthur,3.2,False,,a,7,31,14,285233,140548,81716,31832,0.9,3.1,McArthur,357,0,1,2,5,0,0,0,0,0,0,1,74,70.8,39.3,31.0,14.1,95,37,113,71,134,72,114,60,,,,,,
193,,,54861,0,0,-1,1,0,4,2.2,2.2,2,Christian,2.7,149,False,,,64,54861.jpg,2.2,Benteke,0.9,False,,a,7,31,9,22158,3500,65716,9161,0.4,1.4,Benteke,296,0,1,2,3,0,0,0,1,0,0,0,25,39.0,52.2,42.0,12.7,198,24,83,13,105,27,129,23,,,,,,
194,,,55037,0,0,0,0,0,2,4.2,4.2,6,Cheikhou,4.7,150,False,,,45,55037.jpg,3.8,Kouyaté,0.7,False,,a,7,31,15,30379,13010,19152,4506,1.0,3.3,Kouyaté,336,0,0,2,5,0,0,0,0,0,0,1,84,50.0,5.3,4.0,5.9,155,65,254,81,261,81,234,77,,,,,,
195,,,58786,0,0,0,0,0,2,-0.5,-0.5,0,Martin,0.0,151,False,,,40,58786.jpg,0.0,Kelly,1.0,False,,a,7,31,0,15723,1947,34038,5592,0.0,0.0,Kelly,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,378,133,368,134,310,105,386,134,,,,,,
196,100.0,75.0,66975,0,0,-1,1,0,3,-0.2,-0.2,1,Luka,0.3,152,False,,2021-08-13T13:00:14.777540Z,54,66975.jpg,1.0,Milivojevic,0.0,False,,a,7,31,1,387,218,6097,186,0.1,0.2,Milivojevic,23,0,0,0,0,0,0,0,0,0,0,0,3,2.8,0.4,0.0,0.3,339,153,327,164,547,222,360,167,2.0,,1.0,,2.0,
197,,,80146,0,0,-1,1,0,4,1.2,1.2,2,Jordan,1.7,153,False,,,59,80146.jpg,1.8,Ayew,0.6,False,,a,7,31,7,28250,4724,47337,6080,0.3,1.2,Ayew,287,0,0,1,5,0,0,0,0,0,0,0,27,39.2,42.6,69.0,15.1,196,23,103,17,66,20,102,21,,,,,4.0,
198,,,82403,0,0,-1,1,1,3,5.2,5.2,12,Wilfried,5.7,154,False,,,69,82403.jpg,4.8,Zaha,5.0,False,,a,7,31,19,127417,62381,274160,23998,0.8,2.8,Zaha,360,1,1,2,5,0,0,0,1,0,0,2,62,82.4,93.7,84.0,26.0,69,27,35,24,54,30,36,23,,,,,1.0,
199,0.0,0.0,86417,0,0,-1,1,0,3,0.0,0.0,0,Jeffrey,1.3,155,False,Hamstring injury - Unknown return date,2021-09-10T13:30:16.079290Z,54,86417.jpg,1.7,Schlupp,0.0,False,,i,7,31,5,993,31,3464,775,0.2,0.9,Schlupp,125,0,0,1,2,0,0,0,0,0,0,0,16,7.4,13.2,4.0,2.4,306,132,213,117,270,139,303,136,,,,,,
200,,,105666,0,0,0,0,0,1,-0.5,-0.5,0,Jack,0.0,156,False,,,45,105666.jpg,0.0,Butland,0.4,False,,a,7,31,0,3481,536,10873,1752,0.0,0.0,Butland,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,447,54,442,39,398,36,454,54,,,,,,
201,,,173954,0,0,-1,1,0,3,-0.5,-0.5,0,Jairo,0.0,157,False,,,49,173954.jpg,2.0,Riedewald,0.0,False,,a,7,31,2,942,134,2080,271,0.0,0.4,Riedewald,76,0,0,0,3,0,0,0,0,0,0,0,8,2.8,5.4,0.0,0.8,338,152,252,134,502,202,338,152,3.0,,,,,
202,,,185478,0,0,-1,1,0,2,-0.5,-0.5,0,Jarosław,0.0,158,False,,,44,185478.jpg,0.0,Jach,0.0,False,,a,7,31,0,273,73,1709,202,0.0,0.0,Jach,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,422,163,413,163,363,142,429,163,,,,,,
203,,,231747,0,0,-1,1,0,4,-0.5,-0.5,0,Jean-Philippe,0.0,159,False,,,54,231747.jpg,1.0,Mateta,0.1,False,,a,7,31,1,5542,620,9384,1193,0.0,0.2,Mateta,56,0,0,0,2,0,0,0,0,0,0,0,5,6.4,1.3,0.0,0.8,311,35,296,42,558,71,339,45,,,,,,
204,0.0,0.0,232413,0,0,-1,1,0,3,0.0,0.0,0,Eberechi,0.0,160,False,Achilles injury - Unknown return date,2021-06-22T11:30:10.551607Z,59,232413.jpg,0.0,Eze,0.0,False,,i,7,31,0,618,102,2374,225,0.0,0.0,Eze,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,586,237,583,237,580,237,587,237,1.0,,3.0,,,
205,0.0,0.0,232423,0,0,0,0,0,2,0.0,0.0,0,Nathan,0.0,161,False,Achilles injury - Expected back 27 Nov,2021-06-22T11:30:10.567164Z,45,232423.jpg,0.0,Ferguson,0.0,False,,i,7,31,0,274,41,341,40,0.0,0.0,Ferguson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,486,186,482,185,446,174,491,185,,,,,,
206,,,244723,0,0,0,0,0,2,3.8,3.8,6,Tyrick,4.3,162,False,,,45,244723.jpg,3.5,Mitchell,0.6,False,,a,7,31,14,23338,10560,25823,5471,1.0,3.1,Mitchell,360,0,0,2,5,0,0,0,0,0,0,0,60,61.4,31.1,6.0,9.9,127,47,134,31,250,74,167,51,,,,,,
207,,,108413,0,0,-1,1,0,3,-0.5,-0.5,0,Will,0.0,386,False,,,49,108413.jpg,0.0,Hughes,0.1,False,,a,7,31,0,1681,192,3754,507,0.0,0.0,Hughes,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,525,206,522,211,496,200,529,208,,,,,,
208,100.0,100.0,443661,0,0,-1,1,0,3,-0.2,-0.2,1,Michael,0.3,464,False,,2021-08-08T17:30:05.380772Z,54,443661.jpg,1.0,Olise,0.0,False,,a,7,31,1,757,268,2065,189,0.1,0.2,Olise,4,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.4,0.0,0.0,571,227,329,166,560,225,572,227,,,,,,
209,,,55494,0,0,0,0,0,2,3.5,3.5,6,Joel,4.0,474,False,,,45,55494.jpg,3.2,Ward,0.3,False,,a,7,31,13,8016,3137,8018,1295,0.9,2.9,Ward,360,0,0,2,5,0,0,0,1,0,0,0,70,61.4,21.7,9.0,9.2,126,46,172,48,220,59,177,58,,,,,,
210,,,209036,0,0,0,0,0,2,3.8,3.8,6,Marc,4.3,477,False,,,45,209036.jpg,3.5,Guéhi,0.4,False,,a,7,31,14,9834,4061,9509,1574,1.0,3.1,Guéhi,360,0,0,2,5,0,0,0,0,0,0,0,78,64.0,13.5,29.0,10.7,120,43,209,64,140,32,153,45,,,,,,
211,,,174874,0,0,0,0,0,2,3.8,3.8,7,Joachim,4.3,488,False,,,45,174874.jpg,3.5,Andersen,0.5,False,,a,7,31,14,10691,5894,13735,2391,1.0,3.1,Andersen,303,0,0,2,3,0,0,0,1,0,0,1,76,58.6,26.8,12.0,9.8,131,51,154,39,202,49,171,54,,,,,,
212,,,57328,-1,1,-1,1,0,2,-0.5,-0.5,0,Nathaniel,0.0,493,False,,,44,57328.jpg,0.0,Clyne,0.1,False,,a,7,31,0,1382,277,4299,622,0.0,0.0,Clyne,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,414,157,405,157,351,132,421,157,,,,,,
213,,,223824,0,0,0,0,0,2,-0.5,-0.5,0,Reece,0.0,540,False,,,40,223824.jpg,0.0,Hannam,0.1,False,,a,7,31,0,2508,486,1787,479,0.0,0.0,Hannam,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,392,140,383,141,327,114,400,141,,,,,,
214,,,450542,0,0,0,0,0,3,-0.5,-0.5,0,Jesurun,0.0,541,False,,,45,450542.jpg,1.0,Rak-Sakyi,0.0,False,,a,7,31,1,1369,348,774,198,0.0,0.2,Rak-Sakyi,13,0,0,0,0,0,0,0,0,0,0,0,3,1.0,5.0,0.0,0.6,355,163,258,136,466,184,344,156,,,,,,
215,,,448482,0,0,0,0,0,4,-0.5,-0.5,0,Robert,0.0,542,False,,,45,448482.jpg,0.0,Street,1.3,False,,a,7,31,0,132294,42898,51304,13117,0.0,0.0,Street,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,503,59,498,61,464,56,507,62,,,,,,
216,,,462831,0,0,0,0,0,3,-0.5,-0.5,0,Scott,0.0,543,False,,,45,462831.jpg,0.0,Banks,0.0,False,,a,7,31,0,2087,739,948,315,0.0,0.0,Banks,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,510,197,505,203,472,187,514,199,,,,,,
217,,,169593,0,0,0,0,0,1,-0.5,-0.5,0,Remi,0.0,561,False,,,40,169593.jpg,0.0,Matthews,0.2,False,,a,7,31,0,16287,3100,3586,902,0.0,0.0,Matthews,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,384,36,375,18,317,15,392,36,,,,,,
218,,,199670,0,0,0,0,1,4,1.6,1.6,12,Odsonne,12.0,586,False,,,65,199670.jpg,12.0,Edouard,2.8,False,,a,7,31,12,232467,218576,30603,27048,1.8,1.8,Edouard,6,2,0,0,0,0,0,0,0,0,0,3,51,66.0,0.3,34.0,10.0,112,14,344,49,126,32,164,28,,,,,,
219,0.0,0.0,41823,-1,1,-1,1,0,3,0.0,0.0,0,Fabian,0.3,163,False,Shoulder injury - Unknown return date,2021-08-27T10:30:07.874741Z,44,41823.jpg,1.0,Delph,0.2,False,,i,8,11,1,14229,12097,12615,4813,0.1,0.2,Delph,7,0,0,0,0,0,0,0,0,0,0,0,5,7.2,0.0,0.0,0.7,307,133,402,173,348,152,340,153,,,,,,
220,,,55422,-1,1,-2,2,0,3,0.0,0.5,0,Gylfi,0.0,164,False,,,68,55422.jpg,0.0,Sigurdsson,1.0,False,,a,8,11,0,5863,724,78836,4741,0.0,0.0,Sigurdsson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,596,243,595,243,593,243,596,243,2.0,,3.0,,3.0,
221,100.0,75.0,59949,0,0,0,0,1,2,4.0,3.4,2,Seamus,4.0,165,False,,2021-09-06T09:00:10.590588Z,50,59949.jpg,3.5,Coleman,0.8,False,,a,8,11,14,65681,3990,61067,9495,0.8,2.8,Coleman,360,0,1,1,4,0,0,0,1,0,0,1,57,49.2,35.0,11.0,9.5,159,66,125,26,210,54,173,55,,,,,,
222,50.0,25.0,60025,0,0,-1,1,0,3,0.0,0.1,0,James,0.0,166,False,Lack of match fitness - 50% chance of playing,2021-08-13T12:30:05.505615Z,69,60025.jpg,0.0,Rodríguez,0.7,False,,d,8,11,0,1225,168,86492,3710,0.0,0.0,James,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,597,244,596,244,594,244,597,244,3.0,,2.0,,,
223,0.0,0.0,100649,0,0,0,0,0,3,0.0,0.0,0,Bernard,0.0,167,False,Transferred to Sharjah FC,2021-07-23T21:30:09.841847Z,55,100649.jpg,0.0,Anício Caldeira Duarte,0.0,False,,u,8,11,0,0,0,228,12,0.0,0.0,Bernard,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,576,229,573,230,568,228,577,229,,,,,,
224,,,101188,0,0,-1,1,0,2,2.7,3.2,2,Lucas,2.7,168,False,,,54,101188.jpg,2.5,Digne,12.2,False,,a,8,11,10,226501,17264,653499,106042,0.5,1.9,Digne,360,0,0,1,4,0,0,0,1,0,0,0,57,44.2,131.4,31.0,20.7,175,73,16,5,136,31,63,11,1.0,,3.0,,,
225,,,106611,0,0,0,0,0,2,5.3,5.8,9,Michael,5.3,169,False,,,50,106611.jpg,4.5,Keane,2.4,False,,a,8,11,18,50198,16031,85570,12707,1.1,3.6,Keane,360,1,0,1,4,0,0,0,0,0,0,1,70,125.0,31.6,54.0,21.1,13,3,131,29,78,16,61,9,,,,,,
226,,,111234,0,0,0,0,0,1,3.3,3.8,3,Jordan,3.3,170,False,,,50,111234.jpg,3.0,Pickford,7.2,False,,a,8,11,12,197555,16847,183313,37396,0.7,2.4,Pickford,360,0,0,1,4,0,0,0,1,0,12,0,68,77.6,10.0,0.0,8.8,80,15,241,2,521,58,187,11,,,,,,
227,,,119765,0,0,1,-1,0,3,4.0,4.5,2,Allan,4.0,171,False,,,46,119765.jpg,3.5,Marques Loureiro,6.5,False,,a,8,11,14,573296,70382,207512,41356,0.9,3.0,Allan,360,0,1,1,4,0,0,0,0,0,0,2,67,94.2,64.3,7.0,16.5,42,19,58,37,243,128,97,54,,,,,,
228,,,120250,0,0,-1,1,0,3,0.7,1.2,1,André Filipe,0.7,172,False,,,49,120250.jpg,1.0,Tavares Gomes,0.1,False,,a,8,11,2,4937,1066,7806,1056,0.1,0.4,André Gomes,38,0,0,0,0,0,0,0,0,0,0,0,1,4.8,16.5,32.0,5.3,320,141,193,110,131,69,251,112,,,,,,
229,,,121599,0,0,0,0,0,3,5.7,6.2,10,Abdoulaye,5.7,173,False,,,55,121599.jpg,6.2,Doucouré,2.4,False,,a,8,11,25,204942,65364,80665,18276,1.0,4.5,Doucouré,360,1,3,1,4,0,0,0,2,0,0,4,92,121.4,57.3,95.0,27.4,16,7,73,47,48,27,27,19,,,,,,
230,100.0,100.0,153133,0,0,-1,1,0,3,1.3,1.8,1,Alex,1.3,174,False,,2021-08-27T10:30:07.893545Z,59,153133.jpg,2.0,Iwobi,0.2,False,,a,8,11,8,7690,1119,12039,1682,0.2,1.4,Iwobi,116,0,1,0,2,0,0,0,0,0,0,0,26,37.2,64.0,51.0,15.3,203,78,59,38,86,44,101,56,,,,,,
231,100.0,100.0,164511,0,0,-1,1,0,2,0.7,1.2,2,Yerry,0.7,175,False,,2021-08-28T18:30:11.724622Z,49,164511.jpg,1.0,Mina,0.4,False,,a,8,11,3,8453,1880,29796,2155,0.1,0.6,Mina,187,0,0,0,3,0,0,0,1,0,0,0,21,43.6,0.4,21.0,6.5,177,74,326,113,166,37,227,73,,,,,,
232,,,173807,0,0,-1,1,0,3,0.0,0.5,0,Tom,0.0,176,False,,,49,173807.jpg,0.0,Davies,0.1,False,,a,8,11,0,2382,426,4400,671,0.0,0.0,Davies,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,530,207,527,212,501,201,534,209,,,,,,
233,0.0,75.0,177815,0,0,2,-2,0,4,0.0,4.3,0,Dominic,5.3,177,False,Muscle injury - Expected back 02 Oct,2021-08-28T08:00:13.898378Z,82,177815.jpg,7.7,Calvert-Lewin,9.8,False,,i,8,11,23,910132,37772,1010467,411569,0.6,2.8,Calvert-Lewin,248,3,0,1,3,0,0,0,0,0,0,5,86,118.4,39.8,178.0,33.7,19,3,110,19,11,4,17,5,,,,,1.0,
234,,,194164,0,0,0,0,0,2,2.0,2.5,0,Mason,2.0,178,False,,,45,194164.jpg,4.0,Holgate,0.9,False,,a,8,11,8,48219,3756,46377,8783,0.4,1.8,Holgate,180,0,0,1,1,0,0,0,0,0,0,0,39,38.6,0.6,0.0,3.9,200,82,311,108,422,169,274,97,,,,,,
235,100.0,100.0,198826,0,0,-2,2,0,2,0.7,1.2,2,Ben,0.7,179,False,,2021-08-27T10:30:07.903227Z,48,198826.jpg,2.0,Godfrey,0.5,False,,a,8,11,2,5444,1697,43145,2537,0.1,0.4,Godfrey,60,0,0,0,1,0,0,0,0,0,0,0,9,10.6,0.0,6.0,1.7,285,113,513,192,253,76,322,113,,,,,,
236,,,212319,0,0,0,0,0,4,1.7,2.2,2,Richarlison,1.7,180,False,,,75,212319.jpg,4.0,de Andrade,11.9,False,,a,8,11,16,777465,120375,777219,141202,0.2,2.1,Richarlison,348,1,1,1,4,0,0,0,2,0,0,3,46,86.4,74.9,113.0,27.4,58,8,50,5,37,15,28,8,,,,,2.0,
237,0.0,0.0,222627,0,0,0,0,0,1,0.0,0.0,0,João,0.0,181,False,Joined Sporting Lisbon on a season-long loan - Expected back 01 Jul,2021-08-25T16:30:13.873098Z,40,222627.jpg,0.0,Virgínia,1.6,False,,u,8,11,0,5871,0,55485,9266,0.0,0.0,Virgínia,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,391,38,382,20,326,17,399,38,,,,,,
238,,,40349,0,0,0,0,0,1,0.0,0.5,0,Asmir,0.0,481,False,,,40,40349.jpg,0.0,Begović,3.4,False,,a,8,11,0,130047,17854,47060,7400,0.0,0.0,Begović,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,374,30,364,11,306,8,382,30,,,,,,
239,,,60252,0,0,-1,1,1,3,5.3,5.8,12,Andros,5.3,482,False,,,54,60252.jpg,5.2,Townsend,1.2,False,,a,8,11,21,73219,53894,43873,10591,1.0,3.9,Townsend,264,1,2,1,2,0,0,0,1,0,0,3,74,118.6,84.2,32.0,23.5,18,9,38,26,132,70,50,33,4.0,,,,,
240,,,172632,1,-1,2,-2,0,3,8.0,8.5,7,Demarai,8.0,484,False,,,57,172632.jpg,6.5,Gray,13.9,False,,a,8,11,26,1265361,372190,262139,53493,1.4,4.6,Gray,331,3,0,1,4,0,0,0,0,0,0,2,87,128.0,60.8,112.0,30.1,10,6,66,41,38,21,24,16,,,,,4.0,
241,,,153673,0,0,0,0,0,2,0.0,0.5,0,Jonjoe,0.0,502,False,,,45,153673.jpg,0.0,Kenny,0.1,False,,a,8,11,0,1731,447,3109,531,0.0,0.0,Kenny,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,455,180,449,179,408,166,461,179,,,,,,
242,,,232826,0,0,0,0,0,3,0.0,0.5,0,Anthony,0.0,503,False,,,45,232826.jpg,1.0,Gordon,0.1,False,,a,8,11,1,2182,668,1968,457,0.0,0.2,Gordon,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.5,0.0,0.1,488,187,318,160,448,176,368,170,,,,,,
243,,,160987,0,0,0,0,0,3,0.0,0.5,0,Jean-Philippe,0.0,504,False,,,45,160987.jpg,0.0,Gbamin,0.0,False,,a,8,11,0,1285,393,1587,303,0.0,0.0,Gbamin,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,456,171,452,179,413,160,462,175,,,,,,
244,,,480455,0,0,0,0,0,2,0.0,0.5,0,Jarrad,0.0,544,False,,,40,480455.jpg,0.0,Branthwaite,0.2,False,,a,8,11,0,12337,2066,5620,1378,0.0,0.0,Branthwaite,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,406,149,397,150,341,123,414,150,,,,,,
