web-scraper-order,web-scraper-start-url,player,team,postion,value,popularity
"1623004963-29","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Eden Hazard","Belgien","Angreb","6.000.000","2,1%"
"1623004963-224","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Owen Wijndal","Holland","Forsvar","3.500.000","14,3%"
"1623004963-14","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Antoine Griezmann","Frankrig","Angreb","7.000.000","3,0%"
"1623004963-503","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Billy Gilmour","Skotland","Midtbane","2.500.000","0,2%"
"1623004963-138","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Adrien Rabiot","Frankrig","Midtbane","4.000.000","1,6%"
"1623004963-323","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Ryan Gravenberch","Holland","Midtbane","3.000.000","0,8%"
"1623004963-467","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Patrik Hrosovsky","Slovakiet","Midtbane","2.500.000","0,1%"
"1623004963-338","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Magomed Ozdoev","Rusland","Midtbane","3.000.000","0,1%"
"1623004963-408","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Adam Davies","Wales","Mål","3.000.000","0,0%"
"1623004963-439","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Daniel Gazdag","Ungarn","Midtbane","2.500.000","0,1%"
"1623004963-372","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Mykola Matviienko","Ukraine","Forsvar","3.000.000","0,2%"
"1623004963-150","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Donny van de Beek","Holland","Midtbane","4.000.000","1,8%"
"1623004963-90","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Kevin Trapp","Tyskland","Mål","4.500.000","0,1%"
"1623004963-346","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Ryan Christie","Skotland","Midtbane","3.000.000","0,3%"
"1623004963-485","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Oleksandr Zubkov","Ukraine","Midtbane","2.500.000","0,2%"
"1623004963-595","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Ivan Trickovski","Nordmakedonien","Angreb","2.000.000","0,1%"
"1623004963-477","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Enes Ünal","Tyrkiet","Angreb","2.500.000","0,2%"
"1623004963-365","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Admir Mehmedi","Schweiz","Angreb","3.000.000","0,2%"
"1623004963-331","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Jakub Moder","Polen","Midtbane","3.000.000","0,6%"
"1623004963-178","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Roman Yaremchuk","Ukraine","Angreb","4.000.000","0,4%"
"1623004963-558","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Martin Valjent","Slovakiet","Forsvar","2.000.000","0,1%"
"1623004963-389","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Goncalo Guedes","Portugal","Angreb","3.000.000","0,2%"
"1623004963-584","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Nathan Patterson","Skotland","Forsvar","2.000.000","0,1%"
"1623004963-559","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Lubomir Satka","Slovakiet","Forsvar","2.000.000","0,1%"
"1623004963-374","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Mykola Shaparenko","Ukraine","Midtbane","3.000.000","0,1%"
"1623004963-547","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Stefan Spirovski","Nordmakedonien","Midtbane","2.000.000","0,1%"
"1623004963-160","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Artem Dzyuba","Rusland","Angreb","4.000.000","0,5%"
"1623004963-156","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Danilo Pereira","Portugal","Midtbane","4.000.000","0,5%"
"1623004963-427","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Paulus Arajuuri","Finland","Forsvar","2.500.000","0,1%"
"1623004963-422","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Matej Vydra","Tjekkiet","Angreb","2.500.000","0,2%"
"1623004963-404","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Merih Demiral","Tyrkiet","Forsvar","3.000.000","0,2%"
"1623004963-456","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Andrey Mostovoy","Rusland","Midtbane","2.500.000","0,1%"
"1623004963-252","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Ricardo Rodriguez","Schweiz","Forsvar","3.500.000","3,8%"
"1623004963-161","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","John McGinn","Skotland","Midtbane","4.000.000","0,3%"
"1623004963-125","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Jakub Jankto","Tjekkiet","Midtbane","4.000.000","0,1%"
"1623004963-298","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Ondrej Celustka","Tjekkiet","Forsvar","3.000.000","0,1%"
"1623004963-62","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Andre Silva","Portugal","Angreb","5.000.000","0,8%"
"1623004963-468","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Ivan Schranz","Slovakiet","Angreb","2.500.000","0,1%"
"1623004963-533","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Dylan Levitt","Wales","Midtbane","2.500.000","0,1%"
"1623004963-67","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Trent Alexander-Arnold","England","Forsvar","5.000.000","1,8%"
"1623004963-436","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Gergo Lovrencsics","Ungarn","Midtbane","2.500.000","0,1%"
"1623004963-173","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Breel Embolo","Schweiz","Angreb","4.000.000","0,4%"
"1623004963-611","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Eray Cümart","Schweiz","Forsvar","2.000.000","0,1%"
"1623004963-141","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Antonio Rüdiger","Tyskland","Forsvar","4.000.000","3,5%"
"1623004963-620","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Ben Cabango","Wales","Forsvar","2.000.000","0,1%"
"1623004963-241","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Ondrej Duda","Slovakiet","Midtbane","3.500.000","0,1%"
"1623004963-599","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Stanislav Lobotka","Slovakiet","Midtbane","2.000.000","0,2%"
"1623004963-587","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Tomas Kalas","Tjekkiet","Forsvar","2.000.000","0,1%"
"1623004963-76","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Dominik Livakovic","Kroatien","Mål","4.500.000","0,8%"
"1623004963-245","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Karl-Johan Johnsson","Sverige","Mål","3.500.000","0,1%"
"1623004963-579","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Mile Skoric","Kroatien","Forsvar","2.000.000","0,2%"
"1623004963-162","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Eric Garcia","Spanien","Forsvar","4.000.000","1,1%"
"1623004963-325","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Ezgjan Alioski","Nordmakedonien","Midtbane","3.000.000","0,4%"
"1623004963-57","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Gianluigi Donnarumma","Italien","Mål","5.000.000","26,8%"
"1623004963-198","https://www.holdet.dk/da/euro-cup-fantasy-2020/userteam/new","Joakim Mæhle","Danmark","Forsvar","3.500.000","31,1%"
